,paul15_clusters,n_counts_all,louvain,louvain_anno,dpt_pseudotime,distance,clusters
1792,4Ery,2637.0,6,6,0.6962105,0.6962105,6
1793,2Ery,5927.0,10,10/Ery,0.80873996,0.80873996,10/Ery
1794,5Ery,2686.0,6,6,0.63746846,0.63746846,6
1795,10GMP,648.0,0,0,0.16455455,0.16455455,0
1796,1Ery,2849.0,10,10/Ery,0.8735374,0.8735374,10/Ery
1797,10GMP,399.0,0,0,0.045970205,0.045970205,0
1798,11DC,1001.0,23,23,inf,inf,23
1799,16Neu,2807.0,1,1,0.19268447,0.19268447,1
1800,2Ery,5160.0,3,3,0.77998096,0.77998096,3
1801,2Ery,4063.0,5,5,0.81290203,0.81290203,5
1802,2Ery,2598.0,10,10/Ery,0.88337,0.88337,10/Ery
1803,5Ery,1690.0,13,13,0.57736826,0.57736826,13
1804,5Ery,2930.0,6,6,0.6434762,0.6434762,6
1805,14Mo,1892.0,9,9,0.29406208,0.29406208,9
1806,14Mo,2649.0,1,1,0.30741483,0.30741483,1
1807,16Neu,3332.0,14,14,0.39229274,0.39229274,14
1808,10GMP,595.0,20,20/Mk,0.23265997,0.23265997,20/Mk
1809,14Mo,3427.0,9,9,0.27507558,0.27507558,9
1810,14Mo,3256.0,1,1,0.2261453,0.2261453,1
1811,4Ery,2717.0,6,6,0.64467216,0.64467216,6
1812,2Ery,4640.0,10,10/Ery,0.9270672,0.9270672,10/Ery
1813,6Ery,2830.0,18,18,0.5729641,0.5729641,18
1814,2Ery,2735.0,5,5,0.7674462,0.7674462,5
1815,19Lymph,327.0,21,21,inf,inf,21
1816,16Neu,2910.0,14,14,0.31440684,0.31440684,14
1817,1Ery,2112.0,5,5,0.7493087,0.7493087,5
1818,13Baso,1029.0,0,0,0.19275372,0.19275372,0
1819,3Ery,3972.0,3,3,0.68454015,0.68454015,3
1820,15Mo,4031.0,4,4,0.2476273,0.2476273,4
1821,3Ery,3519.0,3,3,0.76763874,0.76763874,3
1822,5Ery,3087.0,6,6,0.70767635,0.70767635,6
1823,2Ery,3874.0,3,3,0.7336681,0.7336681,3
1824,2Ery,3207.0,5,5,0.83860457,0.83860457,5
1825,16Neu,2161.0,19,19/Neu,0.35009098,0.35009098,19/Neu
1826,4Ery,4095.0,6,6,0.66625607,0.66625607,6
1827,12Baso,900.0,22,22/Baso,0.09811345,0.09811345,22/Baso
1828,3Ery,3785.0,3,3,0.78277206,0.78277206,3
1829,12Baso,867.0,12,12,0.17632292,0.17632292,12
1830,14Mo,2745.0,1,1,0.29945275,0.29945275,1
1831,15Mo,2572.0,2,2,0.339294,0.339294,2
1832,14Mo,1570.0,11,11,0.24169701,0.24169701,11
1833,10GMP,1086.0,0,0,0.14594154,0.14594154,0
1834,6Ery,1841.0,7,7,0.5728763,0.5728763,7
1835,12Baso,1720.0,16,16/Stem,0.028317776,0.028317776,16/Stem
1836,2Ery,5023.0,10,10/Ery,0.79787433,0.79787433,10/Ery
1837,3Ery,5392.0,3,3,0.7641373,0.7641373,3
1838,4Ery,3222.0,6,6,0.60018075,0.60018075,6
1839,7MEP,502.0,12,12,0.20907864,0.20907864,12
1840,4Ery,3169.0,3,3,0.713377,0.713377,3
1841,15Mo,3751.0,4,4,0.2990624,0.2990624,4
1842,2Ery,4917.0,3,3,0.72014177,0.72014177,3
1843,7MEP,397.0,8,8,0.16748366,0.16748366,8
1844,14Mo,2401.0,4,4,0.27967718,0.27967718,4
1845,3Ery,5871.0,15,15,0.7132145,0.7132145,15
1846,13Baso,3283.0,9,9,0.3063753,0.3063753,9
1847,3Ery,4587.0,17,17,0.8084747,0.8084747,17
1848,15Mo,1956.0,2,2,0.22104543,0.22104543,2
1849,15Mo,4770.0,2,2,0.34440812,0.34440812,2
1850,13Baso,5679.0,24,24/Mo,0.3230625,0.3230625,24/Mo
1851,14Mo,3334.0,4,4,0.20421696,0.20421696,4
1852,4Ery,3437.0,17,17,0.8958365,0.8958365,17
1853,14Mo,4135.0,9,9,0.2671828,0.2671828,9
1854,6Ery,864.0,7,7,0.29870299,0.29870299,7
1855,3Ery,7986.0,15,15,0.7597985,0.7597985,15
1856,14Mo,3277.0,11,11,0.18943954,0.18943954,11
1857,8Mk,1467.0,8,8,0.24650033,0.24650033,8
1858,8Mk,618.0,20,20/Mk,0.1913238,0.1913238,20/Mk
1859,7MEP,483.0,8,8,0.2632872,0.2632872,8
1860,15Mo,4159.0,14,14,0.32760268,0.32760268,14
1861,15Mo,1677.0,19,19/Neu,0.41864914,0.41864914,19/Neu
1862,13Baso,3073.0,11,11,0.24008742,0.24008742,11
1863,16Neu,3372.0,14,14,0.40429646,0.40429646,14
1864,6Ery,849.0,7,7,0.45678163,0.45678163,7
1865,3Ery,4901.0,17,17,0.71173704,0.71173704,17
1866,2Ery,4590.0,3,3,0.8434621,0.8434621,3
1867,13Baso,3246.0,4,4,0.25617367,0.25617367,4
1868,3Ery,5807.0,17,17,0.81068826,0.81068826,17
1869,3Ery,5052.0,3,3,0.73152816,0.73152816,3
1870,13Baso,4529.0,9,9,0.27242193,0.27242193,9
1871,11DC,3719.0,23,23,inf,inf,23
1872,10GMP,938.0,0,0,0.106565475,0.106565475,0
1873,4Ery,4404.0,15,15,0.58880264,0.58880264,15
1874,2Ery,2782.0,10,10/Ery,0.8767885,0.8767885,10/Ery
1875,7MEP,1150.0,8,8,0.23880552,0.23880552,8
1876,7MEP,355.0,8,8,0.20705257,0.20705257,8
1877,6Ery,2852.0,7,7,0.60308266,0.60308266,7
1878,3Ery,3435.0,3,3,0.69824123,0.69824123,3
1879,16Neu,2121.0,14,14,0.34356725,0.34356725,14
1880,7MEP,366.0,12,12,0.2795153,0.2795153,12
1881,14Mo,2640.0,4,4,0.21879697,0.21879697,4
1882,3Ery,7522.0,18,18,0.5490597,0.5490597,18
1883,6Ery,3322.0,15,15,0.61651564,0.61651564,15
1884,9GMP,1197.0,0,0,0.12662412,0.12662412,0
1885,12Baso,1037.0,16,16/Stem,0.07957908,0.07957908,16/Stem
1886,3Ery,5971.0,3,3,0.8399952,0.8399952,3
1887,14Mo,2334.0,9,9,0.27263638,0.27263638,9
1888,10GMP,1161.0,0,0,0.12939763,0.12939763,0
1889,4Ery,3707.0,15,15,0.6713774,0.6713774,15
1890,7MEP,926.0,8,8,0.25842378,0.25842378,8
1891,6Ery,2011.0,7,7,0.49691996,0.49691996,7
1892,14Mo,2378.0,11,11,0.20833433,0.20833433,11
1893,14Mo,3416.0,9,9,0.3164765,0.3164765,9
1894,4Ery,3477.0,5,5,0.6971999,0.6971999,5
1895,3Ery,5273.0,3,3,0.7235907,0.7235907,3
1896,3Ery,4792.0,15,15,0.7106153,0.7106153,15
1897,2Ery,5362.0,3,3,0.6956921,0.6956921,3
1898,16Neu,3334.0,14,14,0.3641088,0.3641088,14
1899,3Ery,5672.0,17,17,0.75110215,0.75110215,17
1900,7MEP,669.0,12,12,0.24181399,0.24181399,12
1901,18Eos,1393.0,4,4,0.4904683,0.4904683,4
1902,6Ery,2180.0,18,18,0.57547224,0.57547224,18
1903,13Baso,4053.0,9,9,0.2169815,0.2169815,9
1904,4Ery,4292.0,6,6,0.5779805,0.5779805,6
1905,10GMP,1095.0,0,0,0.087286495,0.087286495,0
1906,6Ery,2952.0,18,18,0.51186,0.51186,18
1907,2Ery,3677.0,5,5,0.7449058,0.7449058,5
1908,12Baso,431.0,12,12,0.22139119,0.22139119,12
1909,1Ery,2855.0,10,10/Ery,0.8220535,0.8220535,10/Ery
1910,4Ery,2763.0,18,18,0.60698426,0.60698426,18
1911,13Baso,2176.0,11,11,0.23939404,0.23939404,11
1912,14Mo,2031.0,4,4,0.28585956,0.28585956,4
1913,14Mo,2202.0,4,4,0.27561566,0.27561566,4
1914,13Baso,1827.0,0,0,0.086097255,0.086097255,0
1915,3Ery,2304.0,15,15,0.7422918,0.7422918,15
1916,3Ery,3590.0,17,17,0.8047921,0.8047921,17
1917,16Neu,2170.0,14,14,0.38737965,0.38737965,14
1918,15Mo,3172.0,2,2,0.24927269,0.24927269,2
1919,14Mo,1920.0,0,0,0.1250172,0.1250172,0
1920,3Ery,4213.0,15,15,0.61910623,0.61910623,15
1921,6Ery,1388.0,7,7,0.44171515,0.44171515,7
1922,2Ery,5124.0,5,5,0.7227574,0.7227574,5
1923,10GMP,1930.0,0,0,0.15208855,0.15208855,0
1924,14Mo,2617.0,2,2,0.24095409,0.24095409,2
1925,5Ery,2259.0,7,7,0.5223146,0.5223146,7
1926,4Ery,4461.0,6,6,0.6724634,0.6724634,6
1927,15Mo,3888.0,2,2,0.25210714,0.25210714,2
1928,13Baso,2312.0,9,9,0.29874197,0.29874197,9
1929,15Mo,1657.0,1,1,0.32606354,0.32606354,1
1930,13Baso,1296.0,4,4,0.20496807,0.20496807,4
1931,14Mo,1975.0,9,9,0.25842646,0.25842646,9
1932,12Baso,425.0,22,22/Baso,0.16411471,0.16411471,22/Baso
1933,16Neu,2374.0,2,2,0.26446295,0.26446295,2
1934,13Baso,639.0,0,0,0.098097,0.098097,0
1935,6Ery,2378.0,13,13,0.6466242,0.6466242,13
1936,15Mo,2018.0,2,2,0.25307265,0.25307265,2
1937,4Ery,4220.0,6,6,0.6092808,0.6092808,6
1938,14Mo,2140.0,4,4,0.19110914,0.19110914,4
1939,13Baso,1048.0,0,0,0.16238889,0.16238889,0
1940,15Mo,2254.0,2,2,0.27309355,0.27309355,2
1941,3Ery,3914.0,6,6,0.65063524,0.65063524,6
1942,10GMP,1033.0,16,16/Stem,0.074182145,0.074182145,16/Stem
1943,13Baso,1547.0,0,0,0.21497947,0.21497947,0
1944,4Ery,3501.0,3,3,0.7581544,0.7581544,3
1945,8Mk,763.0,8,8,0.16719036,0.16719036,8
1946,3Ery,3965.0,15,15,0.70225847,0.70225847,15
1947,14Mo,1663.0,9,9,0.28796268,0.28796268,9
1948,15Mo,1282.0,1,1,0.21535729,0.21535729,1
1949,16Neu,1922.0,2,2,0.36039916,0.36039916,2
1950,15Mo,2772.0,4,4,0.29644623,0.29644623,4
1951,9GMP,2006.0,0,0,0.060389742,0.060389742,0
1952,16Neu,1484.0,19,19/Neu,0.35774365,0.35774365,19/Neu
1953,12Baso,1013.0,22,22/Baso,0.15769227,0.15769227,22/Baso
1954,10GMP,353.0,12,12,0.16069463,0.16069463,12
1955,14Mo,2174.0,2,2,0.26511365,0.26511365,2
1956,14Mo,2574.0,1,1,0.26104558,0.26104558,1
1957,14Mo,1832.0,9,9,0.30022627,0.30022627,9
1958,7MEP,1043.0,18,18,0.42872387,0.42872387,18
1959,15Mo,2690.0,1,1,0.35934392,0.35934392,1
1960,17Neu,762.0,22,22/Baso,0.3439968,0.3439968,22/Baso
1961,2Ery,4680.0,3,3,0.59728575,0.59728575,3
1962,14Mo,2508.0,4,4,0.27852708,0.27852708,4
1963,14Mo,1656.0,0,0,0.21687305,0.21687305,0
1964,4Ery,4647.0,3,3,0.6538741,0.6538741,3
1965,6Ery,1356.0,7,7,0.43126252,0.43126252,7
1966,15Mo,3376.0,14,14,0.35894945,0.35894945,14
1967,2Ery,3301.0,5,5,0.77372164,0.77372164,5
1968,2Ery,3604.0,6,6,0.6463142,0.6463142,6
1969,5Ery,1479.0,13,13,0.49862948,0.49862948,13
1970,2Ery,3550.0,5,5,0.7593752,0.7593752,5
1971,2Ery,3350.0,5,5,0.8359839,0.8359839,5
1972,14Mo,2291.0,1,1,0.31152174,0.31152174,1
1973,2Ery,4966.0,5,5,0.7851705,0.7851705,5
1974,14Mo,1451.0,11,11,0.22646037,0.22646037,11
1975,15Mo,1967.0,1,1,0.27860856,0.27860856,1
1976,5Ery,3490.0,6,6,0.6227635,0.6227635,6
1977,6Ery,808.0,13,13,0.46786878,0.46786878,13
1978,13Baso,703.0,0,0,0.101565905,0.101565905,0
1979,6Ery,517.0,12,12,0.27232435,0.27232435,12
1980,13Baso,1197.0,1,1,0.18495798,0.18495798,1
1981,5Ery,1396.0,13,13,0.43298003,0.43298003,13
1982,15Mo,2746.0,1,1,0.2538292,0.2538292,1
1983,3Ery,3298.0,5,5,0.7834391,0.7834391,5
1984,10GMP,630.0,0,0,0.05254096,0.05254096,0
1985,2Ery,3982.0,5,5,0.785819,0.785819,5
1986,14Mo,2248.0,9,9,0.32136524,0.32136524,9
1987,2Ery,4288.0,6,6,0.69132084,0.69132084,6
1988,14Mo,923.0,0,0,0.1083331,0.1083331,0
1989,2Ery,3737.0,5,5,0.8027147,0.8027147,5
1990,2Ery,4623.0,17,17,0.77424663,0.77424663,17
1991,2Ery,3953.0,5,5,0.8267726,0.8267726,5
1992,5Ery,4224.0,6,6,0.6601421,0.6601421,6
1993,14Mo,2529.0,1,1,0.24563627,0.24563627,1
1994,1Ery,2918.0,5,5,0.68232477,0.68232477,5
1995,5Ery,6102.0,6,6,0.64234406,0.64234406,6
1996,4Ery,3140.0,5,5,0.6679871,0.6679871,5
1997,2Ery,3608.0,5,5,0.73958504,0.73958504,5
1998,10GMP,1324.0,0,0,0.06884884,0.06884884,0
1999,2Ery,3629.0,6,6,0.686559,0.686559,6
2000,2Ery,2256.0,6,6,0.6838376,0.6838376,6
2001,7MEP,372.0,12,12,0.2738339,0.2738339,12
2002,2Ery,2493.0,5,5,0.80512255,0.80512255,5
2003,7MEP,309.0,8,8,0.15336026,0.15336026,8
2004,1Ery,3408.0,10,10/Ery,0.964322,0.964322,10/Ery
2005,7MEP,1074.0,8,8,0.25543666,0.25543666,8
2006,9GMP,475.0,0,0,0.07553115,0.07553115,0
2007,2Ery,2930.0,5,5,0.76554567,0.76554567,5
2008,17Neu,341.0,16,16/Stem,0.022712985,0.022712985,16/Stem
2009,14Mo,1545.0,11,11,0.25182295,0.25182295,11
2010,14Mo,2228.0,9,9,0.2906893,0.2906893,9
2011,13Baso,2986.0,11,11,0.24544194,0.24544194,11
2012,7MEP,380.0,12,12,0.22391559,0.22391559,12
2013,16Neu,1482.0,14,14,0.41723698,0.41723698,14
2014,2Ery,3359.0,5,5,0.6480639,0.6480639,5
2015,2Ery,3165.0,5,5,0.7816805,0.7816805,5
2016,7MEP,509.0,12,12,0.26498762,0.26498762,12
2017,6Ery,761.0,7,7,0.336626,0.336626,7
2018,14Mo,2453.0,1,1,0.2938247,0.2938247,1
2019,4Ery,6073.0,3,3,0.68512666,0.68512666,3
2020,6Ery,752.0,12,12,0.27090776,0.27090776,12
2021,2Ery,5972.0,10,10/Ery,0.84422266,0.84422266,10/Ery
2022,4Ery,4379.0,6,6,0.6706832,0.6706832,6
2023,1Ery,4565.0,10,10/Ery,0.84528095,0.84528095,10/Ery
2024,5Ery,2171.0,13,13,0.47417372,0.47417372,13
2025,19Lymph,340.0,21,21,inf,inf,21
2026,8Mk,788.0,20,20/Mk,0.20548882,0.20548882,20/Mk
2027,4Ery,4311.0,6,6,0.6455711,0.6455711,6
2028,6Ery,739.0,12,12,0.25817943,0.25817943,12
2029,13Baso,4909.0,9,9,0.26408243,0.26408243,9
2030,6Ery,1958.0,18,18,0.55116963,0.55116963,18
2031,13Baso,3403.0,1,1,0.21856605,0.21856605,1
2032,7MEP,557.0,8,8,0.19961718,0.19961718,8
2033,3Ery,5445.0,3,3,0.64345455,0.64345455,3
2034,3Ery,5604.0,17,17,0.8039996,0.8039996,17
2035,13Baso,2351.0,1,1,0.22054426,0.22054426,1
2036,3Ery,2452.0,18,18,0.4867545,0.4867545,18
2037,15Mo,2839.0,4,4,0.20557213,0.20557213,4
2038,14Mo,3316.0,1,1,0.28950468,0.28950468,1
2039,6Ery,3054.0,18,18,0.5592425,0.5592425,18
2040,10GMP,1326.0,0,0,0.1331908,0.1331908,0
2041,16Neu,2969.0,19,19/Neu,0.39381227,0.39381227,19/Neu
2042,4Ery,4055.0,15,15,0.7559509,0.7559509,15
2043,14Mo,3473.0,1,1,0.18381037,0.18381037,1
2044,14Mo,5921.0,9,9,0.30408773,0.30408773,9
2045,10GMP,1398.0,0,0,0.20161827,0.20161827,0
2046,3Ery,4568.0,15,15,0.6582288,0.6582288,15
2047,10GMP,3211.0,0,0,0.1686475,0.1686475,0
2048,14Mo,2008.0,4,4,0.22498253,0.22498253,4
2049,3Ery,6955.0,15,15,0.672271,0.672271,15
2050,4Ery,4588.0,3,3,0.73539686,0.73539686,3
2051,19Lymph,672.0,21,21,inf,inf,21
2052,14Mo,948.0,11,11,0.26759505,0.26759505,11
2053,3Ery,4310.0,3,3,0.7940452,0.7940452,3
2054,15Mo,2700.0,2,2,0.31839997,0.31839997,2
2055,15Mo,2615.0,2,2,0.29185298,0.29185298,2
2056,10GMP,1733.0,0,0,0.12851092,0.12851092,0
2057,15Mo,3448.0,4,4,0.2554969,0.2554969,4
2058,15Mo,1438.0,2,2,0.30043584,0.30043584,2
2059,14Mo,2223.0,1,1,0.2547406,0.2547406,1
2060,13Baso,1111.0,11,11,0.24352053,0.24352053,11
2061,16Neu,2173.0,14,14,0.39940646,0.39940646,14
2062,14Mo,1093.0,4,4,0.31023163,0.31023163,4
2063,4Ery,4779.0,15,15,0.6987787,0.6987787,15
2064,14Mo,1492.0,4,4,0.2633918,0.2633918,4
2065,9GMP,747.0,12,12,0.23500648,0.23500648,12
2066,3Ery,4894.0,17,17,0.821506,0.821506,17
2067,14Mo,1930.0,1,1,0.25334373,0.25334373,1
2068,3Ery,3837.0,3,3,0.5891097,0.5891097,3
2069,10GMP,750.0,0,0,0.06959188,0.06959188,0
2070,16Neu,1340.0,2,2,0.28883445,0.28883445,2
2071,16Neu,1252.0,2,2,0.2816204,0.2816204,2
2072,13Baso,1919.0,4,4,0.2294129,0.2294129,4
2073,1Ery,6880.0,10,10/Ery,0.9141333,0.9141333,10/Ery
2074,6Ery,618.0,7,7,0.3527345,0.3527345,7
2075,2Ery,2347.0,5,5,0.7277076,0.7277076,5
2076,14Mo,687.0,4,4,0.21823996,0.21823996,4
2077,2Ery,4437.0,5,5,0.79169744,0.79169744,5
2078,14Mo,1350.0,2,2,0.27550825,0.27550825,2
2079,5Ery,1759.0,13,13,0.5584476,0.5584476,13
2080,2Ery,2926.0,6,6,0.6871367,0.6871367,6
2081,9GMP,3245.0,0,0,0.12217826,0.12217826,0
2082,13Baso,2685.0,9,9,0.29425347,0.29425347,9
2083,2Ery,2762.0,5,5,0.7420934,0.7420934,5
2084,3Ery,1885.0,7,7,0.51943225,0.51943225,7
2085,16Neu,1758.0,2,2,0.359372,0.359372,2
2086,13Baso,1393.0,0,0,0.1618085,0.1618085,0
2087,14Mo,1634.0,1,1,0.20307851,0.20307851,1
2088,4Ery,3811.0,6,6,0.6890967,0.6890967,6
2089,3Ery,6218.0,15,15,0.7249833,0.7249833,15
2090,6Ery,1990.0,7,7,0.42007458,0.42007458,7
2091,7MEP,320.0,12,12,0.23828745,0.23828745,12
2092,10GMP,579.0,4,4,0.20867047,0.20867047,4
2093,4Ery,3029.0,13,13,0.5412745,0.5412745,13
2094,2Ery,2923.0,5,5,0.7449335,0.7449335,5
2095,16Neu,2393.0,2,2,0.28408352,0.28408352,2
2096,12Baso,876.0,22,22/Baso,0.11940772,0.11940772,22/Baso
2097,19Lymph,1010.0,21,21,inf,inf,21
2098,7MEP,348.0,8,8,0.26484066,0.26484066,8
2099,13Baso,1251.0,1,1,0.22636154,0.22636154,1
2100,4Ery,4971.0,6,6,0.7522537,0.7522537,6
2101,7MEP,363.0,12,12,0.22485277,0.22485277,12
2102,4Ery,4203.0,15,15,0.7105497,0.7105497,15
2103,12Baso,786.0,22,22/Baso,0.1420637,0.1420637,22/Baso
2104,5Ery,1288.0,7,7,0.44054767,0.44054767,7
2105,2Ery,2389.0,13,13,0.61340773,0.61340773,13
2106,2Ery,3556.0,5,5,0.73125535,0.73125535,5
2107,9GMP,580.0,0,0,0.054783355,0.054783355,0
2108,1Ery,3597.0,10,10/Ery,0.7902114,0.7902114,10/Ery
2109,11DC,1231.0,23,23,inf,inf,23
2110,3Ery,4639.0,3,3,0.73506016,0.73506016,3
2111,14Mo,1097.0,4,4,0.22944528,0.22944528,4
2112,16Neu,2410.0,2,2,0.35167053,0.35167053,2
2113,2Ery,5746.0,10,10/Ery,0.7494236,0.7494236,10/Ery
2114,5Ery,5869.0,6,6,0.74042976,0.74042976,6
2115,14Mo,2294.0,1,1,0.25951314,0.25951314,1
2116,15Mo,3477.0,1,1,0.3186974,0.3186974,1
2117,9GMP,3161.0,0,0,0.051665597,0.051665597,0
2118,9GMP,436.0,16,16/Stem,0.048035502,0.048035502,16/Stem
2119,14Mo,2899.0,1,1,0.34671757,0.34671757,1
2120,2Ery,3106.0,5,5,0.77885675,0.77885675,5
2121,4Ery,5030.0,3,3,0.7311228,0.7311228,3
2122,5Ery,2845.0,6,6,0.6349233,0.6349233,6
2123,4Ery,3716.0,6,6,0.6385956,0.6385956,6
2124,3Ery,5796.0,3,3,0.72693986,0.72693986,3
2125,16Neu,1746.0,14,14,0.34475195,0.34475195,14
2126,2Ery,3288.0,5,5,0.727913,0.727913,5
2127,16Neu,2265.0,14,14,0.35680965,0.35680965,14
2128,2Ery,4230.0,10,10/Ery,0.8783668,0.8783668,10/Ery
2129,13Baso,2615.0,0,0,0.12443319,0.12443319,0
2130,2Ery,4061.0,5,5,0.70536333,0.70536333,5
2131,6Ery,941.0,13,13,0.525515,0.525515,13
2132,6Ery,1674.0,13,13,0.4964334,0.4964334,13
2133,14Mo,1484.0,1,1,0.31678304,0.31678304,1
2134,2Ery,2288.0,13,13,0.67372304,0.67372304,13
2135,2Ery,1858.0,5,5,0.7897899,0.7897899,5
2136,8Mk,814.0,8,8,0.24115054,0.24115054,8
2137,8Mk,1142.0,20,20/Mk,0.24936594,0.24936594,20/Mk
2138,14Mo,1080.0,1,1,0.22996907,0.22996907,1
2139,14Mo,2225.0,11,11,0.2545937,0.2545937,11
2140,1Ery,3125.0,10,10/Ery,0.87559944,0.87559944,10/Ery
2141,4Ery,5438.0,3,3,0.8018027,0.8018027,3
2142,7MEP,353.0,12,12,0.24601264,0.24601264,12
2143,16Neu,2354.0,2,2,0.25048584,0.25048584,2
2144,16Neu,1063.0,2,2,0.27053457,0.27053457,2
2145,14Mo,889.0,4,4,0.14721876,0.14721876,4
2146,3Ery,2928.0,6,6,0.7523493,0.7523493,6
2147,2Ery,3155.0,10,10/Ery,0.8051405,0.8051405,10/Ery
2148,16Neu,2334.0,1,1,0.28969947,0.28969947,1
2149,17Neu,978.0,22,22/Baso,0.35153165,0.35153165,22/Baso
2150,6Ery,2319.0,7,7,0.48751336,0.48751336,7
2151,2Ery,3194.0,5,5,0.780277,0.780277,5
2152,14Mo,1092.0,0,0,0.25446096,0.25446096,0
2153,16Neu,1443.0,2,2,0.27593642,0.27593642,2
2154,7MEP,413.0,12,12,0.2657526,0.2657526,12
2155,2Ery,4360.0,3,3,0.6400585,0.6400585,3
2156,3Ery,10120.0,17,17,0.8230616,0.8230616,17
2157,2Ery,1841.0,6,6,0.7077689,0.7077689,6
2158,6Ery,415.0,7,7,0.4244171,0.4244171,7
2159,6Ery,694.0,7,7,0.42565724,0.42565724,7
2160,6Ery,519.0,7,7,0.27450937,0.27450937,7
2161,10GMP,387.0,0,0,0.09347613,0.09347613,0
2162,12Baso,781.0,16,16/Stem,0.016850028,0.016850028,16/Stem
2163,12Baso,588.0,16,16/Stem,0.01790266,0.01790266,16/Stem
2164,4Ery,5865.0,15,15,0.6846785,0.6846785,15
2165,2Ery,2043.0,6,6,0.7126549,0.7126549,6
2166,4Ery,915.0,13,13,0.5246223,0.5246223,13
2167,2Ery,2208.0,5,5,0.7677495,0.7677495,5
2168,14Mo,1619.0,1,1,0.24330378,0.24330378,1
2169,3Ery,2576.0,5,5,0.75501114,0.75501114,5
2170,6Ery,975.0,7,7,0.35692936,0.35692936,7
2171,3Ery,4859.0,3,3,0.81634814,0.81634814,3
2172,10GMP,341.0,16,16/Stem,0.032070365,0.032070365,16/Stem
2173,2Ery,3476.0,5,5,0.7508934,0.7508934,5
2174,14Mo,1075.0,11,11,0.27600548,0.27600548,11
2175,16Neu,1141.0,2,2,0.31238103,0.31238103,2
2176,18Eos,845.0,4,4,0.42561892,0.42561892,4
2177,13Baso,2732.0,11,11,0.26796845,0.26796845,11
2178,6Ery,1044.0,7,7,0.4560967,0.4560967,7
2179,14Mo,2455.0,9,9,0.32165927,0.32165927,9
2180,13Baso,1519.0,11,11,0.26485786,0.26485786,11
2181,2Ery,2395.0,13,13,0.64307904,0.64307904,13
2182,2Ery,3110.0,5,5,0.8281977,0.8281977,5
2183,5Ery,1216.0,7,7,0.4360932,0.4360932,7
2184,10GMP,1911.0,0,0,0.18849176,0.18849176,0
2185,5Ery,2416.0,6,6,0.6727165,0.6727165,6
2186,14Mo,1529.0,1,1,0.23903409,0.23903409,1
2187,13Baso,512.0,0,0,0.107785985,0.107785985,0
2188,14Mo,1658.0,0,0,0.21141893,0.21141893,0
2189,16Neu,1714.0,14,14,0.3538489,0.3538489,14
2190,2Ery,2559.0,5,5,0.70923036,0.70923036,5
2191,10GMP,1292.0,20,20/Mk,0.23637868,0.23637868,20/Mk
2192,4Ery,3862.0,6,6,0.67582035,0.67582035,6
2193,16Neu,1887.0,14,14,0.38194326,0.38194326,14
2194,6Ery,915.0,12,12,0.27197108,0.27197108,12
2195,15Mo,1609.0,1,1,0.30758643,0.30758643,1
2196,14Mo,2850.0,0,0,0.1662304,0.1662304,0
2197,12Baso,615.0,16,16/Stem,0.06327263,0.06327263,16/Stem
2198,7MEP,495.0,8,8,0.21475014,0.21475014,8
2199,10GMP,786.0,0,0,0.08693393,0.08693393,0
2200,15Mo,1705.0,1,1,0.25972196,0.25972196,1
2201,3Ery,11712.0,17,17,0.9002955,0.9002955,17
2202,15Mo,3205.0,19,19/Neu,0.38218006,0.38218006,19/Neu
2203,3Ery,7053.0,17,17,0.7486906,0.7486906,17
2204,9GMP,872.0,0,0,0.041140877,0.041140877,0
2205,2Ery,3866.0,3,3,0.7487652,0.7487652,3
2206,7MEP,642.0,16,16/Stem,0.065824196,0.065824196,16/Stem
2207,3Ery,2872.0,3,3,0.71179056,0.71179056,3
2208,13Baso,1774.0,9,9,0.29848236,0.29848236,9
2209,16Neu,1829.0,14,14,0.3153487,0.3153487,14
2210,13Baso,2117.0,11,11,0.27692425,0.27692425,11
2211,2Ery,5836.0,17,17,0.85370666,0.85370666,17
2212,15Mo,2700.0,2,2,0.28794447,0.28794447,2
2213,7MEP,290.0,8,8,0.17515753,0.17515753,8
2214,6Ery,841.0,7,7,0.40927312,0.40927312,7
2215,5Ery,3432.0,6,6,0.55107826,0.55107826,6
2216,13Baso,2569.0,9,9,0.27342716,0.27342716,9
2217,10GMP,1296.0,0,0,0.15404807,0.15404807,0
2218,9GMP,339.0,0,0,0.05924537,0.05924537,0
2219,13Baso,1754.0,4,4,0.18321013,0.18321013,4
2220,13Baso,1669.0,11,11,0.23253109,0.23253109,11
2221,12Baso,333.0,16,16/Stem,0.09968506,0.09968506,16/Stem
2222,5Ery,2354.0,6,6,0.74575764,0.74575764,6
2223,13Baso,647.0,0,0,0.20167151,0.20167151,0
2224,15Mo,3236.0,14,14,0.39943466,0.39943466,14
2225,14Mo,2828.0,1,1,0.24324009,0.24324009,1
2226,10GMP,1117.0,0,0,0.10377519,0.10377519,0
2227,15Mo,1836.0,1,1,0.29310796,0.29310796,1
2228,4Ery,1986.0,13,13,0.61793715,0.61793715,13
2229,5Ery,1244.0,13,13,0.5671725,0.5671725,13
2230,8Mk,847.0,20,20/Mk,0.23216149,0.23216149,20/Mk
2231,13Baso,2037.0,11,11,0.28597072,0.28597072,11
2232,7MEP,394.0,12,12,0.28507835,0.28507835,12
2233,14Mo,1395.0,1,1,0.3204946,0.3204946,1
2234,14Mo,1896.0,24,24/Mo,0.33125034,0.33125034,24/Mo
